factuur_id,factuurnummer,klant_id,project_id,datum,vervaldatum,bedrag_excl_btw,bedrag_btw,bedrag_incl_btw,status,is_creditfactuur
611,F2024-00611,12,136,2024-12-02,2024-12-16,2051.3,430.77,2482.07,Achterstallig,0
612,F2024-00612,6,111,2024-01-07,2024-03-07,1506.1,316.28,1822.38,Betaald,0
613,F2025-00613,47,,2025-08-18,2025-10-02,3745.6,786.58,4532.18,Betaald,0
614,F2024-00614,64,106,2024-02-26,2024-03-27,1649.0,346.29,1995.29,Betaald,0
615,F2026-00615,66,,2026-02-04,2026-02-18,3051.95,640.91,3692.86,Achterstallig,0
616,F2024-00616,76,,2024-08-23,2024-10-07,1726.4,362.54,2088.94,Betaald,0
617,F2025-00617,20,109,2025-09-30,2025-11-29,3006.75,631.41,3638.16,Betaald,0
618,F2024-00618,80,114,2024-06-15,2024-08-14,3092.25,649.37,3741.62,Betaald,0
619,F2024-00619,47,2,2024-05-09,2024-06-23,2755.75,578.7,3334.45,Betaald,0
620,F2024-00620,45,,2024-07-26,2024-09-09,2697.0,566.36,3263.36,Betaald,0
621,F2024-00621,16,135,2024-05-22,2024-07-06,333.0,69.93,402.93,Betaald,0
622,F2025-00622,29,,2025-07-28,2025-08-27,516.7,108.5,625.2,Achterstallig,0
623,F2023-00623,33,37,2023-03-02,2023-04-01,2916.0,612.36,3528.36,Betaald,0
624,F2025-00624,36,,2025-05-24,2025-07-23,5654.9,1187.52,6842.42,Betaald,0
625,F2024-00625,61,14,2024-06-25,2024-08-09,4515.6,948.27,5463.87,Betaald,0
626,F2025-00626,15,119,2025-03-13,2025-03-27,3476.5,730.06,4206.56,Betaald,0
627,F2025-00627,58,,2025-01-30,2025-03-31,767.6,161.2,928.8,Betaald,0
628,F2025-00628,4,111,2025-04-06,2025-04-20,1429.1,300.11,1729.21,Betaald,0
629,F2024-00629,13,126,2024-03-23,2024-05-07,567.0,119.06,686.06,Achterstallig,0
630,F2025-00630,32,3,2025-10-17,2025-12-16,754.4,158.42,912.82,Betaald,0
631,F2023-00631,47,,2023-09-01,2023-10-16,1315.8,276.32,1592.12,Betaald,0
632,F2025-00632,35,,2025-11-15,2026-01-14,194.2,40.78,234.98,Betaald,0
633,F2024-00633,1,123,2024-08-19,2024-10-03,689.0,144.69,833.69,Betaald,0
634,F2025-00634,32,22,2025-03-09,2025-05-08,2866.0,601.86,3467.86,Achterstallig,0
635,F2026-00635,71,,2026-02-24,2026-04-25,2307.6,484.6,2792.2,Betaald,0
636,F2023-00636,7,10,2023-09-12,2023-10-27,315.1,66.17,381.27,Betaald,0
637,F2023-00637,77,103,2023-12-05,2023-12-19,355.4,74.63,430.03,Betaald,0
638,F2024-00638,8,42,2024-01-04,2024-01-18,53.2,11.17,64.37,Achterstallig,0
639,F2025-00639,78,84,2025-01-01,2025-03-02,627.0,131.67,758.67,Betaald,0
640,F2025-00640,5,15,2025-02-26,2025-03-12,2597.3,545.44,3142.74,Betaald,0
641,F2024-00641,68,133,2024-08-12,2024-09-26,2106.0,442.26,2548.26,Betaald,0
642,F2024-00642,43,,2024-11-01,2024-11-15,3327.0,698.67,4025.67,Betaald,0
643,F2023-00643,36,,2023-09-27,2023-11-26,900.0,189.0,1089.0,Betaald,0
644,F2025-00644,54,21,2025-12-17,2025-12-31,2326.0,488.46,2814.46,Betaald,0
645,F2024-00645,39,27,2024-06-20,2024-08-19,3117.9,654.75,3772.65,Betaald,0
646,F2024-00646,33,61,2024-08-13,2024-09-12,2477.0,520.17,2997.17,Betaald,0
647,F2024-00647,48,16,2024-11-12,2024-12-12,1572.3,330.18,1902.48,Betaald,0
648,F2026-00648,48,31,2026-03-22,2026-04-21,1188.4,249.56,1437.96,Openstaand,0
649,F2025-00649,32,5,2025-09-15,2025-11-14,3241.3,680.67,3921.97,Betaald,0
650,F2023-00650,34,145,2023-08-05,2023-09-19,2095.6,440.08,2535.68,Betaald,0
651,F2025-00651,22,6,2025-07-11,2025-08-10,792.4,166.41,958.81,Betaald,0
652,F2023-00652,48,27,2023-08-20,2023-09-19,536.1,112.58,648.68,Betaald,0
653,F2024-00653,46,112,2024-11-19,2024-12-19,799.4,167.87,967.27,Betaald,0
654,F2025-00654,62,92,2025-04-29,2025-06-28,237.6,49.9,287.5,Betaald,0
655,F2025-00655,65,52,2025-05-04,2025-05-18,108.0,22.68,130.68,Achterstallig,0
656,F2026-00656,61,149,2026-02-19,2026-04-05,1699.0,356.79,2055.79,Betaald,0
657,F2025-00657,5,,2025-12-08,2025-12-22,2365.5,496.76,2862.26,Achterstallig,0
658,F2025-00658,14,42,2025-01-26,2025-03-27,1104.85,232.02,1336.87,Achterstallig,0
659,F2024-00659,56,1,2024-05-12,2024-06-11,1269.8,266.66,1536.46,Betaald,0
660,F2025-00660,13,64,2025-04-24,2025-06-08,3411.4,716.38,4127.78,Betaald,0
661,F2024-00661,62,,2024-07-23,2024-09-21,379.7,79.74,459.44,Betaald,0
662,F2025-00662,77,84,2025-06-08,2025-06-22,2413.3,506.79,2920.09,Betaald,0
663,F2025-00663,33,146,2025-02-25,2025-03-27,1095.1,229.97,1325.07,Betaald,0
664,F2023-00664,75,,2023-01-23,2023-02-06,1590.1,333.92,1924.02,Achterstallig,0
665,F2026-00665,16,38,2026-01-06,2026-02-20,305.4,64.13,369.53,Betaald,0
666,F2025-00666,72,,2025-10-01,2025-11-30,698.5,146.68,845.18,Betaald,0
667,F2024-00667,9,78,2024-02-22,2024-03-23,5528.65,1161.02,6689.67,Achterstallig,0
668,F2025-00668,58,96,2025-03-28,2025-05-27,3249.35,682.36,3931.71,Betaald,0
669,F2024-00669,55,,2024-06-18,2024-07-02,1497.5,314.47,1811.97,Betaald,0
670,F2024-00670,46,,2024-01-31,2024-03-01,246.4,51.74,298.14,Betaald,0
671,F2025-00671,33,,2025-07-22,2025-08-21,725.0,152.24,877.24,Betaald,0
672,F2024-00672,3,61,2024-11-27,2024-12-11,363.55,76.34,439.89,Betaald,0
673,F2024-00673,25,129,2024-01-16,2024-03-01,3356.6,704.88,4061.48,Betaald,0
674,F2024-00674,27,11,2024-02-23,2024-03-08,702.45,147.5,849.95,Achterstallig,0
675,F2026-00675,38,6,2026-04-03,2026-04-17,2569.5,539.6,3109.1,Betaald,0
676,F2024-00676,28,50,2024-10-10,2024-11-24,226.8,47.63,274.43,Betaald,0
677,F2023-00677,47,3,2023-09-10,2023-10-25,5811.45,1220.41,7031.86,Betaald,0
678,F2025-00678,37,,2025-07-04,2025-09-02,68.4,14.36,82.76,Betaald,0
679,F2023-00679,32,90,2023-06-28,2023-08-27,1262.2,265.07,1527.27,Betaald,0
680,F2024-00680,59,117,2024-10-29,2024-11-28,978.5,205.48,1183.98,Achterstallig,0
681,F2023-00681,8,2,2023-10-22,2023-11-05,4800.0,1008.0,5808.0,Achterstallig,0
682,F2026-00682,56,1,2026-01-31,2026-03-02,603.2,126.67,729.87,Betaald,0
683,F2024-00683,77,,2024-02-19,2024-03-04,1403.2,294.68,1697.88,Betaald,0
684,F2025-00684,35,82,2025-12-20,2026-02-18,3150.0,661.5,3811.5,Betaald,0
685,F2024-00685,75,,2024-08-30,2024-09-13,2661.0,558.81,3219.81,Betaald,0
686,F2023-00686,19,,2023-03-12,2023-04-11,1028.25,215.93,1244.18,Betaald,0
687,F2024-00687,54,124,2024-02-20,2024-03-05,2378.7,499.52,2878.22,Achterstallig,0
688,F2025-00688,30,38,2025-07-12,2025-08-26,88.2,18.52,106.72,Betaald,0
689,F2023-00689,8,44,2023-08-16,2023-08-30,5034.55,1057.27,6091.82,Betaald,0
690,F2025-00690,49,114,2025-12-19,2026-02-02,813.85,170.91,984.76,Betaald,0
691,F2023-00691,4,93,2023-05-22,2023-06-05,1189.95,249.88,1439.83,Achterstallig,0
692,F2025-00692,37,66,2025-10-20,2025-12-19,-1556.35,-326.83,-1883.18,Gecrediteerd,1
693,F2025-00693,26,98,2025-01-24,2025-02-23,2366.5,496.96,2863.46,Achterstallig,0
694,F2025-00694,42,,2025-05-21,2025-06-04,276.7,58.1,334.8,Betaald,0
695,F2023-00695,9,6,2023-09-06,2023-10-06,462.4,97.1,559.5,Betaald,0
696,F2023-00696,60,35,2023-04-11,2023-06-10,1506.4,316.35,1822.75,Betaald,0
697,F2025-00697,63,119,2025-10-12,2025-10-26,538.8,113.14,651.94,Betaald,0
698,F2025-00698,55,126,2025-04-01,2025-04-15,1378.45,289.47,1667.92,Betaald,0
699,F2024-00699,5,,2024-12-26,2025-01-09,600.0,126.0,726.0,Achterstallig,0
700,F2025-00700,73,45,2025-07-30,2025-09-28,676.5,142.06,818.56,Betaald,0
701,F2024-00701,61,34,2024-01-23,2024-03-08,4575.45,960.84,5536.29,Achterstallig,0
702,F2026-00702,43,96,2026-01-31,2026-02-14,1007.3,211.53,1218.83,Betaald,0
703,F2024-00703,49,39,2024-06-04,2024-07-19,1725.2,362.29,2087.49,Betaald,0
704,F2024-00704,10,56,2024-05-17,2024-07-01,85.8,18.02,103.82,Betaald,0
705,F2024-00705,48,,2024-04-20,2024-05-20,1152.0,241.92,1393.92,Betaald,0
706,F2025-00706,33,143,2025-09-10,2025-10-10,939.4,197.27,1136.67,Betaald,0
707,F2024-00707,58,33,2024-04-17,2024-06-16,670.5,140.81,811.31,Betaald,0
708,F2026-00708,32,113,2026-03-08,2026-05-07,1447.05,303.88,1750.93,Openstaand,0
709,F2025-00709,64,118,2025-09-15,2025-10-15,983.9,206.61,1190.51,Betaald,0
710,F2023-00710,65,91,2023-06-06,2023-06-20,2196.0,461.16,2657.16,Achterstallig,0
711,F2023-00711,59,9,2023-11-20,2023-12-20,2954.5,620.44,3574.94,Betaald,0
712,F2025-00712,49,,2025-08-01,2025-09-15,862.7,181.17,1043.87,Betaald,0
713,F2024-00713,3,122,2024-09-06,2024-09-20,246.35,51.73,298.08,Achterstallig,0
714,F2025-00714,14,107,2025-12-10,2026-02-08,7822.2,1642.66,9464.86,Achterstallig,0
715,F2024-00715,42,,2024-03-06,2024-03-20,2180.7,457.95,2638.65,Betaald,0
716,F2024-00716,50,,2024-01-19,2024-02-18,820.8,172.36,993.16,Betaald,0
717,F2023-00717,50,73,2023-12-14,2024-01-13,676.0,141.96,817.96,Betaald,0
718,F2024-00718,38,16,2024-04-14,2024-04-28,1415.3,297.21,1712.51,Betaald,0
719,F2023-00719,10,,2023-04-16,2023-05-31,244.35,51.32,295.67,Betaald,0
720,F2023-00720,22,87,2023-12-05,2024-01-04,1962.6,412.15,2374.75,Betaald,0
721,F2024-00721,16,101,2024-01-28,2024-03-13,416.05,87.38,503.43,Betaald,0
722,F2023-00722,71,96,2023-08-27,2023-10-26,1857.8,390.13,2247.93,Betaald,0
723,F2026-00723,21,129,2026-03-14,2026-04-28,37.2,7.81,45.01,Betaald,0
724,F2025-00724,66,148,2025-01-11,2025-01-25,3609.9,758.08,4367.98,Betaald,0
725,F2023-00725,39,130,2023-03-29,2023-05-28,3902.1,819.45,4721.55,Betaald,0
726,F2023-00726,77,84,2023-09-13,2023-09-27,1030.9,216.49,1247.39,Betaald,0
727,F2023-00727,4,81,2023-07-14,2023-07-28,1303.0,273.62,1576.62,Betaald,0
728,F2024-00728,38,,2024-01-10,2024-01-24,8.5,1.78,10.28,Achterstallig,0
729,F2025-00729,33,21,2025-03-19,2025-04-18,1737.6,364.9,2102.5,Betaald,0
730,F2025-00730,61,,2025-02-27,2025-04-13,-1641.9,-344.79,-1986.69,Gecrediteerd,1
731,F2025-00731,55,139,2025-03-20,2025-04-03,7057.8,1482.14,8539.94,Betaald,0
732,F2023-00732,48,127,2023-05-30,2023-06-29,-369.9,-77.67,-447.57,Gecrediteerd,1
733,F2024-00733,45,17,2024-07-20,2024-09-03,2194.0,460.74,2654.74,Betaald,0
734,F2024-00734,71,27,2024-10-15,2024-12-14,3483.7,731.57,4215.27,Betaald,0
735,F2023-00735,67,,2023-02-13,2023-03-30,35.2,7.39,42.59,Betaald,0
736,F2023-00736,30,149,2023-06-11,2023-07-26,329.85,69.27,399.12,Betaald,0
737,F2024-00737,25,15,2024-10-14,2024-11-28,6137.5,1288.88,7426.38,Betaald,0
738,F2026-00738,39,103,2026-03-05,2026-05-04,757.4,159.05,916.45,Openstaand,0
739,F2023-00739,54,3,2023-09-14,2023-09-28,734.6,154.26,888.86,Betaald,0
740,F2023-00740,22,87,2023-11-30,2023-12-30,1237.5,259.88,1497.38,Betaald,0
741,F2023-00741,79,106,2023-05-18,2023-07-02,428.2,89.92,518.12,Betaald,0
742,F2025-00742,77,59,2025-04-21,2025-05-05,3035.85,637.54,3673.39,Betaald,0
743,F2023-00743,64,108,2023-10-19,2023-11-18,8509.6,1787.01,10296.61,Betaald,0
744,F2025-00744,18,135,2025-11-22,2026-01-06,4501.9,945.4,5447.3,Betaald,0
745,F2025-00745,21,,2025-06-22,2025-08-06,1885.5,395.96,2281.46,Achterstallig,0
746,F2023-00746,31,,2023-08-04,2023-10-03,2536.7,532.7,3069.4,Betaald,0
747,F2025-00747,31,,2025-12-26,2026-02-24,828.7,174.02,1002.72,Betaald,0
748,F2023-00748,17,65,2023-05-19,2023-06-02,94.5,19.84,114.34,Betaald,0
749,F2023-00749,55,137,2023-05-09,2023-05-23,651.8,136.89,788.69,Betaald,0
750,F2023-00750,17,127,2023-02-12,2023-02-26,1216.8,255.53,1472.33,Betaald,0
751,F2025-00751,38,75,2025-03-20,2025-04-03,-247.5,-51.98,-299.48,Gecrediteerd,1
752,F2025-00752,44,147,2025-01-20,2025-03-06,965.8,202.82,1168.62,Betaald,0
753,F2025-00753,46,,2025-05-16,2025-06-15,2604.0,546.84,3150.84,Betaald,0
754,F2025-00754,71,,2025-10-14,2025-12-13,1953.75,410.29,2364.04,Betaald,0
755,F2026-00755,28,,2026-01-04,2026-02-18,179.65,37.72,217.37,Betaald,0
756,F2023-00756,29,65,2023-03-21,2023-04-20,1370.7,287.84,1658.54,Betaald,0
757,F2023-00757,36,,2023-08-21,2023-10-20,772.0,162.12,934.12,Betaald,0
758,F2024-00758,6,,2024-05-22,2024-07-21,2659.5,558.5,3218.0,Betaald,0
759,F2025-00759,31,72,2025-03-12,2025-05-11,767.1,161.08,928.18,Betaald,0
760,F2024-00760,53,,2024-04-11,2024-05-26,1852.4,388.99,2241.39,Betaald,0
761,F2024-00761,8,87,2024-12-10,2024-12-24,310.8,65.27,376.07,Betaald,0
762,F2025-00762,76,129,2025-04-26,2025-06-10,6105.5,1282.15,7387.65,Achterstallig,0
763,F2025-00763,5,3,2025-07-21,2025-08-04,1812.25,380.58,2192.83,Betaald,0
764,F2023-00764,52,126,2023-08-05,2023-08-19,1068.9,224.46,1293.36,Betaald,0
765,F2024-00765,33,75,2024-07-13,2024-08-12,1792.6,376.45,2169.05,Betaald,0
766,F2023-00766,3,4,2023-08-29,2023-09-12,615.0,129.15,744.15,Betaald,0
767,F2025-00767,4,97,2025-08-07,2025-08-21,6988.1,1467.51,8455.61,Betaald,0
768,F2025-00768,30,,2025-11-17,2026-01-01,973.9,204.53,1178.43,Betaald,0
769,F2024-00769,3,50,2024-08-01,2024-08-15,197.95,41.57,239.52,Betaald,0
770,F2024-00770,18,92,2024-05-21,2024-07-05,6078.6,1276.5,7355.1,Betaald,0
771,F2023-00771,26,121,2023-11-13,2023-12-13,2158.5,453.28,2611.78,Betaald,0
772,F2024-00772,20,,2024-02-25,2024-04-25,354.2,74.38,428.58,Betaald,0
773,F2025-00773,2,150,2025-09-28,2025-10-12,2143.5,450.13,2593.63,Betaald,0
774,F2025-00774,21,63,2025-05-18,2025-07-02,1664.1,349.46,2013.56,Betaald,0
775,F2024-00775,79,22,2024-09-29,2024-11-13,2509.8,527.06,3036.86,Betaald,0
776,F2023-00776,48,149,2023-05-03,2023-06-02,2353.7,494.27,2847.97,Betaald,0
777,F2025-00777,22,127,2025-11-06,2025-12-06,1964.65,412.58,2377.23,Achterstallig,0
778,F2024-00778,58,,2024-03-09,2024-05-08,400.5,84.1,484.6,Betaald,0
779,F2026-00779,36,,2026-03-04,2026-05-03,773.6,162.46,936.06,Betaald,0
780,F2025-00780,73,,2025-12-25,2026-02-23,746.7,156.8,903.5,Betaald,0
781,F2026-00781,30,75,2026-02-25,2026-04-11,1686.9,354.26,2041.16,Achterstallig,0
782,F2025-00782,26,,2025-06-10,2025-07-10,1092.0,229.32,1321.32,Betaald,0
783,F2025-00783,33,102,2025-08-17,2025-09-16,4641.5,974.72,5616.22,Betaald,0
784,F2025-00784,16,96,2025-03-18,2025-05-02,100.2,21.04,121.24,Betaald,0
785,F2025-00785,32,69,2025-11-07,2026-01-06,470.0,98.7,568.7,Achterstallig,0
786,F2023-00786,55,68,2023-07-05,2023-07-19,1434.3,301.2,1735.5,Betaald,0
787,F2025-00787,23,127,2025-07-07,2025-07-21,1858.2,390.2,2248.4,Achterstallig,0
788,F2023-00788,4,,2023-11-27,2023-12-11,2805.2,589.09,3394.29,Betaald,0
789,F2025-00789,36,21,2025-03-08,2025-05-07,587.0,123.27,710.27,Betaald,0
790,F2023-00790,1,,2023-10-06,2023-11-20,1355.9,284.73,1640.63,Achterstallig,0
791,F2023-00791,68,,2023-10-04,2023-11-18,590.5,124.0,714.5,Achterstallig,0
792,F2025-00792,30,,2025-07-24,2025-09-07,2008.3,421.75,2430.05,Betaald,0
793,F2024-00793,9,65,2024-06-11,2024-07-11,4313.25,905.78,5219.03,Achterstallig,0
794,F2024-00794,61,47,2024-05-24,2024-07-08,413.0,86.73,499.73,Betaald,0
795,F2023-00795,29,93,2023-03-04,2023-04-03,512.0,107.52,619.52,Betaald,0
796,F2023-00796,30,50,2023-08-04,2023-09-18,6079.35,1276.66,7356.01,Betaald,0
797,F2023-00797,78,5,2023-02-24,2023-04-25,17.85,3.75,21.6,Betaald,0
798,F2023-00798,62,,2023-06-24,2023-08-23,1452.0,304.92,1756.92,Betaald,0
799,F2024-00799,24,83,2024-05-17,2024-06-16,1733.6,364.05,2097.65,Betaald,0
800,F2025-00800,15,,2025-07-31,2025-08-14,315.0,66.15,381.15,Betaald,0
801,F2023-00801,69,,2023-04-27,2023-05-27,2123.35,445.9,2569.25,Betaald,0
802,F2025-00802,55,125,2025-10-07,2025-10-21,1373.5,288.43,1661.93,Betaald,0
803,F2023-00803,43,,2023-03-30,2023-04-13,1581.3,332.07,1913.37,Betaald,0
804,F2023-00804,70,11,2023-09-13,2023-11-12,1035.6,217.48,1253.08,Betaald,0
805,F2023-00805,52,,2023-10-27,2023-11-10,1503.9,315.81,1819.71,Achterstallig,0
806,F2025-00806,14,,2025-05-21,2025-07-20,5585.1,1172.86,6757.96,Betaald,0
807,F2025-00807,41,23,2025-07-03,2025-08-17,864.5,181.54,1046.04,Achterstallig,0
808,F2023-00808,59,24,2023-11-06,2023-12-06,948.65,199.21,1147.86,Achterstallig,0
809,F2026-00809,36,,2026-03-23,2026-05-22,2579.65,541.72,3121.37,Betaald,0
810,F2024-00810,2,124,2024-07-07,2024-07-21,4198.0,881.58,5079.58,Achterstallig,0
811,F2023-00811,18,,2023-04-13,2023-05-28,242.8,50.99,293.79,Achterstallig,0
812,F2025-00812,44,124,2025-10-13,2025-11-27,132.65,27.86,160.51,Betaald,0
813,F2026-00813,65,95,2026-03-25,2026-04-08,579.3,121.65,700.95,Betaald,0
814,F2026-00814,75,,2026-01-10,2026-01-24,250.0,52.5,302.5,Betaald,0
815,F2024-00815,26,,2024-07-04,2024-08-03,1200.6,252.12,1452.72,Betaald,0
816,F2026-00816,56,,2026-01-02,2026-02-01,4173.0,876.33,5049.33,Betaald,0
817,F2024-00817,13,114,2024-07-23,2024-09-06,1351.5,283.81,1635.31,Betaald,0
818,F2024-00818,40,22,2024-08-04,2024-10-03,4682.35,983.3,5665.65,Betaald,0
819,F2024-00819,1,129,2024-10-27,2024-12-11,886.6,186.19,1072.79,Betaald,0
820,F2023-00820,30,129,2023-05-11,2023-06-25,1750.6,367.63,2118.23,Betaald,0
821,F2023-00821,21,,2023-09-09,2023-10-24,357.5,75.08,432.58,Betaald,0
822,F2024-00822,38,90,2024-07-13,2024-07-27,2002.8,420.58,2423.38,Achterstallig,0
823,F2025-00823,49,141,2025-03-10,2025-04-24,-2052.4,-431.0,-2483.4,Gecrediteerd,1
824,F2025-00824,63,96,2025-07-10,2025-07-24,2928.5,614.98,3543.48,Betaald,0
825,F2026-00825,18,83,2026-04-15,2026-05-30,743.05,156.04,899.09,Betaald,0
826,F2023-00826,68,37,2023-10-03,2023-11-17,1376.7,289.11,1665.81,Betaald,0
827,F2023-00827,78,60,2023-12-15,2024-02-13,3355.4,704.63,4060.03,Betaald,0
828,F2024-00828,33,49,2024-05-21,2024-06-20,5002.5,1050.52,6053.02,Betaald,0
829,F2025-00829,33,128,2025-10-24,2025-11-23,803.6,168.75,972.35,Betaald,0
830,F2025-00830,53,134,2025-07-25,2025-09-08,495.6,104.08,599.68,Betaald,0
831,F2023-00831,59,102,2023-07-02,2023-08-01,3155.0,662.55,3817.55,Betaald,0
832,F2023-00832,33,37,2023-05-20,2023-06-19,1415.75,297.31,1713.06,Betaald,0
833,F2024-00833,17,,2024-06-24,2024-07-08,706.9,148.45,855.35,Betaald,0
834,F2025-00834,18,30,2025-06-02,2025-07-17,6203.75,1302.79,7506.54,Betaald,0
835,F2023-00835,64,81,2023-06-07,2023-07-07,1846.4,387.75,2234.15,Betaald,0
836,F2023-00836,74,,2023-03-26,2023-04-09,1046.1,219.68,1265.78,Betaald,0
837,F2024-00837,28,49,2024-12-23,2025-02-06,1491.4,313.18,1804.58,Betaald,0
838,F2024-00838,9,73,2024-07-14,2024-08-13,514.6,108.05,622.65,Betaald,0
839,F2026-00839,7,,2026-04-11,2026-05-26,2628.9,552.06,3180.96,Openstaand,0
840,F2023-00840,62,85,2023-07-17,2023-09-15,2444.35,513.31,2957.66,Betaald,0
841,F2025-00841,57,83,2025-01-01,2025-01-31,831.4,174.6,1006.0,Betaald,0
842,F2024-00842,44,,2024-05-20,2024-07-04,902.2,189.47,1091.67,Achterstallig,0
843,F2024-00843,13,,2024-03-01,2024-04-15,824.7,173.18,997.88,Betaald,0
844,F2025-00844,43,115,2025-10-29,2025-11-12,5041.2,1058.66,6099.86,Betaald,0
845,F2023-00845,15,63,2023-08-13,2023-08-27,842.1,176.84,1018.94,Betaald,0
846,F2025-00846,5,84,2025-03-12,2025-03-26,721.65,151.56,873.21,Achterstallig,0
847,F2026-00847,21,24,2026-02-27,2026-04-13,382.2,80.26,462.46,Betaald,0
848,F2025-00848,22,82,2025-06-23,2025-07-23,2589.5,543.79,3133.29,Achterstallig,0
849,F2026-00849,58,15,2026-01-21,2026-03-22,2232.5,468.82,2701.32,Betaald,0
850,F2025-00850,44,122,2025-11-19,2026-01-03,2945.5,618.55,3564.05,Betaald,0
851,F2024-00851,31,56,2024-08-15,2024-10-14,1204.5,252.95,1457.45,Betaald,0
852,F2023-00852,37,52,2023-05-14,2023-07-13,365.4,76.73,442.13,Achterstallig,0
853,F2023-00853,47,,2023-08-10,2023-09-24,2277.0,478.17,2755.17,Betaald,0
854,F2024-00854,6,81,2024-04-13,2024-06-12,1388.0,291.48,1679.48,Betaald,0
855,F2023-00855,12,33,2023-01-18,2023-02-01,325.7,68.4,394.1,Achterstallig,0
856,F2025-00856,26,102,2025-07-17,2025-08-16,1361.9,286.0,1647.9,Betaald,0
857,F2024-00857,10,144,2024-03-27,2024-05-11,85.4,17.93,103.33,Betaald,0
858,F2023-00858,25,9,2023-11-09,2023-12-24,356.4,74.84,431.24,Betaald,0
859,F2023-00859,51,111,2023-09-30,2023-10-14,589.7,123.84,713.54,Betaald,0
860,F2023-00860,4,40,2023-04-14,2023-04-28,805.4,169.13,974.53,Betaald,0
861,F2024-00861,40,92,2024-03-06,2024-05-05,2659.5,558.49,3217.99,Betaald,0
862,F2024-00862,19,,2024-11-01,2024-12-01,3671.2,770.95,4442.15,Betaald,0
863,F2024-00863,8,62,2024-07-07,2024-07-21,5450.8,1144.67,6595.47,Betaald,0
864,F2025-00864,77,97,2025-03-02,2025-03-16,3912.0,821.52,4733.52,Betaald,0
865,F2024-00865,33,,2024-06-05,2024-07-05,3547.5,744.97,4292.47,Betaald,0
866,F2026-00866,7,61,2026-02-23,2026-04-09,199.5,41.89,241.39,Betaald,0
867,F2024-00867,25,35,2024-07-02,2024-08-16,3041.55,638.72,3680.27,Betaald,0
868,F2023-00868,4,94,2023-06-07,2023-06-21,227.7,47.82,275.52,Betaald,0
869,F2024-00869,10,,2024-02-04,2024-03-20,946.0,198.66,1144.66,Betaald,0
870,F2023-00870,24,90,2023-03-13,2023-04-12,5032.4,1056.8,6089.2,Betaald,0
871,F2026-00871,14,,2026-04-06,2026-06-05,202.5,42.52,245.02,Openstaand,0
872,F2023-00872,28,,2023-12-23,2024-02-06,3841.0,806.6,4647.6,Betaald,0
873,F2023-00873,56,,2023-08-25,2023-09-24,3650.0,766.5,4416.5,Betaald,0
874,F2023-00874,62,9,2023-10-16,2023-12-15,940.75,197.55,1138.3,Betaald,0
875,F2026-00875,37,53,2026-03-09,2026-05-08,129.2,27.13,156.33,Betaald,0
876,F2024-00876,23,36,2024-06-27,2024-07-11,2711.95,569.51,3281.46,Achterstallig,0
877,F2026-00877,60,136,2026-03-01,2026-04-30,1796.1,377.17,2173.27,Achterstallig,0
878,F2026-00878,60,2,2026-01-04,2026-03-05,813.2,170.77,983.97,Achterstallig,0
879,F2025-00879,22,,2025-06-04,2025-07-04,498.5,104.68,603.18,Betaald,0
880,F2024-00880,3,51,2024-08-02,2024-08-16,92.65,19.46,112.11,Betaald,0
881,F2025-00881,4,136,2025-07-05,2025-07-19,1079.5,226.69,1306.19,Betaald,0
882,F2025-00882,33,2,2025-06-12,2025-07-12,2087.95,438.48,2526.43,Betaald,0
883,F2025-00883,11,117,2025-10-15,2025-11-29,4082.25,857.26,4939.51,Betaald,0
884,F2023-00884,21,110,2023-05-10,2023-06-24,1722.0,361.62,2083.62,Betaald,0
885,F2024-00885,4,17,2024-01-02,2024-01-16,118.8,24.95,143.75,Betaald,0
886,F2023-00886,10,70,2023-07-01,2023-08-15,4915.5,1032.26,5947.76,Betaald,0
887,F2023-00887,58,21,2023-02-21,2023-04-22,1085.5,227.95,1313.45,Betaald,0
888,F2024-00888,36,103,2024-11-17,2025-01-16,1028.1,215.91,1244.01,Betaald,0
889,F2023-00889,73,79,2023-11-10,2024-01-09,1430.95,300.5,1731.45,Betaald,0
890,F2023-00890,72,,2023-01-09,2023-03-10,853.2,179.17,1032.37,Betaald,0
891,F2023-00891,25,,2023-11-01,2023-12-16,4111.0,863.31,4974.31,Betaald,0
892,F2024-00892,78,121,2024-01-25,2024-03-25,3405.2,715.1,4120.3,Betaald,0
893,F2024-00893,50,117,2024-08-09,2024-09-08,849.55,178.41,1027.96,Betaald,0
894,F2023-00894,31,117,2023-06-08,2023-08-07,1860.75,390.76,2251.51,Betaald,0
895,F2023-00895,50,109,2023-11-20,2023-12-20,607.5,127.57,735.07,Betaald,0
896,F2025-00896,48,88,2025-03-26,2025-04-25,1881.5,395.12,2276.62,Betaald,0
897,F2024-00897,24,73,2024-03-20,2024-04-19,240.1,50.41,290.51,Betaald,0
898,F2024-00898,35,27,2024-08-17,2024-10-16,942.5,197.92,1140.42,Betaald,0
899,F2024-00899,69,77,2024-09-04,2024-10-04,3308.9,694.86,4003.76,Betaald,0
900,F2024-00900,23,129,2024-05-30,2024-06-13,1328.2,278.92,1607.12,Betaald,0
901,F2025-00901,16,119,2025-01-07,2025-02-21,926.1,194.48,1120.58,Betaald,0
902,F2023-00902,73,,2023-12-30,2024-02-28,124.8,26.21,151.01,Betaald,0
903,F2024-00903,34,,2024-10-26,2024-12-10,26.5,5.56,32.06,Betaald,0
